ID,Name,Damage,Healing,Duration,Cooldown,Accuracy,Type,Popularity,Description
347,Roar,10,,3 turns,,100%,Beast,1,"100% Hit Chance  A fierce roar deals 10 Beast damage and enrages the user, increasing the damage they deal by 25% for 3 rounds. Used by 52 battle pets."
2346,Swipe,22,,,,100%,Beast,1,100% Hit Chance  Deals 12 Beast damage to the enemy's active pet and 5 Beast damage to the enemy's backline pets. Used by 10 battle pets. A battle pet ability.
227,Blackout Kick,,,1 turns,5 turns,100%,Humanoid,1,100% Hit Chance  Stun the target for 1 rounds. Used by 5 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
606,Elementium Bolt,,,2 turns,5 turns,100%,Dragonkin,1,"100% Hit Chance  Launches an elementium bolt at the enemy team.   After 2 rounds, the bolt strikes, causing the current enemy pet to take 30 Dragonkin damage and become stunned for 1 rounds."
1545,Preen,,22,2 turns,3 turns,100%,Flying,1,100% Hit Chance  Restores 22 health and increases your damage dealt by 25% for 2 rounds. Used by 34 battle pets. In the Flying Battle Pet Abilities category.
121,Death Coil,14,50,,,100%,Undead,1,100% Hit Chance  Deals 14 Undead damage and heals the user for 50% of the damage dealt. Used by 15 battle pets. In the Undead Battle Pet Abilities category.
214,Death and Decay,,,9 turns,,100%,Undead,1,100% Hit Chance  Deals 3 Undead damage to the enemy's active pet every round for 9 rounds. Persists through pet swaps. Used by 30 battle pets.
2209,Burst,40,,,,100%,Critter,1,"100% Hit Chance  Instantly kills the caster, dealing damage equal to 40% of the user's total health to the current enemy. Used by 10 battle pets."
114,Beam,20,,,,100%,Magic,1,"100% Hit Chance  Blasts the enemy with a beam of arcane power, dealing 20 Magic damage. Used by 13 battle pets. In the Magic Battle Pet Abilities category."
457,Sweep,20,,,5 turns,100%,Magic,1,100% Hit Chance  Deals 20 Magic damage and forces the opponent's highest health pet to swap into battle. Used by 3 battle pets. In the Magic Battle Pet Abilities category.
484,Feedback,20,,,,100%,Magic,1,"100% Hit Chance  Launches a surge of mana at the enemy, dealing 20 Magic damage. Used by 26 battle pets. In the Magic Battle Pet Abilities category."
414,Frost Nova,20,,2 turns,3 turns,100%,Elemental,1,100% Hit Chance  Deals 20 Elemental damage and prevents the target from fleeing for 2 rounds.  While rooted the target is Chilled. Used by 16 battle pets.
1108,Bark,15,,1 turns,,100%,Beast,1,100% Hit Chance  Deals 15 Beast damage and reduces the target's next attack by 25%. Lasts 1 rounds. Used by 20 battle pets. In the Beast Battle Pet Abilities category.
940,Touch of the Animus,20,,2 turns,4 turns,100%,Mechanical,1,"100% Hit Chance  Deals 20 Mechanical damage and plagues the target for 2 rounds.   While plagued, enemies who strike the target are healed. A battle pet ability."
1860,Cannon Shot,,,,,100%,Mechanical,1,"100% Hit Chance  First use: Loads the cannon.  Second use: Fires the cannon, dealing 45 Mechanical damage. Used by 6 battle pets. In the Mechanical Battle Pet Abilities category."
778,Charge,15,,,,100%,Humanoid,1,"100% Hit Chance  Rushes to the enemy, dealing 15 Humanoid damage.   This move always goes first. Used by 10 battle pets. A battle pet ability from World of Warcraft."
188,Accuracy,,,5 turns,,100%,Flying,1,Increases your team's hit chance by 25% for 4 rounds. Used by 9 battle pets. In the Flying Battle Pet Abilities category. Always up to date with the latest patch.
522,Nevermore,,,2 turns,10 turns,100%,Flying,1,100% Hit Chance  Your opponent's next ability becomes unusable for 5 rounds. Used by 6 battle pets. In the Flying Battle Pet Abilities category.
1093,Dead Man's Party,45,,2 turns,,100%,Undead,1,"100% Hit Chance  Summons a dead man's party, causing 9 Undead damage on the first round, 15 Undead on the second round, and 21 Undead on the third round.  Opponents struck by the party take 50% increased damage for 2 rounds.  The party continues for 3 rounds."
252,Uncanny Luck,,,4 turns,,200%,Critter,1,Increases your team's hit chance by 50% and critical strike chance by 25% for 4 rounds. Used by 24 battle pets. In the Critter Battle Pet Abilities category.
325,Beaver Dam,,,,5 turns,100%,Critter,1,Creates a wooden dam that blocks two attacks. Both enemy and allied attacks will be blocked. Used by 9 battle pets. In the Critter Battle Pet Abilities category.
497,Soothe,,,1 turns,4 turns,100%,Critter,1,"100% Hit Chance  Sings to the target, causing them to become drowsy.   Drowsy targets will fall asleep at the end of next round unless hit. A battle pet ability."
563,Quick Attack,15,,,,100%,Critter,1,100% Hit Chance  Deals 15 Critter damage.   This ability always goes first. Used by 22 battle pets. In the Critter Battle Pet Abilities category.
578,Buried Treasure,,,,3 turns,100%,Critter,1,"Digs up a bone, healing up to 25% of your health. Used by 28 battle pets. In the Critter Battle Pet Abilities category. Always up to date with the latest patch."
444,Prismatic Barrier,,,,5 turns,100%,Magic,1,Creates a crystal wall that blocks two attacks. Allied and enemy attacks both count. Used by 17 battle pets. In the Magic Battle Pet Abilities category.
483,Psychic Blast,30,,,1 turns,100%,Magic,1,"100% Hit Chance  Overwhelms the target's mind, dealing 20 Magic damage.   Deals 10 additional damage if the weather is Arcane Winds. Used by 11 battle pets."
394,Lash,30,,,,50%,Elemental,1,"100% Hit Chance  Lashes the enemy 1-2 times, dealing 10 Elemental damage per lash.  Hits an additional time if the user attacks first. Used by 42 battle pets."
398,Poison Lash,10,,5 turns,,100%,Elemental,1,100% Hit Chance  Instantly deals 10 Elemental damage and Poisons the target for 5 additional Elemental damage per round for 5 rounds. Used by 29 battle pets.
364,Leap,15,,1 turns,,100%,Beast,1,100% Hit Chance  Instantly deals 15 Beast damage and increases your speed by 100% for 1 round. Used by 70 battle pets. In the Beast Battle Pet Abilities category.
492,Rake,15,,,2 turns,100%,Beast,1,100% Hit Chance  Deals 15 Beast damage and reduces the target's next attack by 50%. Used by 66 battle pets. In the Beast Battle Pet Abilities category.
424,Tail Slap,22,,,,100%,Aquatic,1,"100% Hit Chance  Slaps the enemy with its tail, dealing 22 Aquatic damage. Used by 33 battle pets. In the Aquatic Battle Pet Abilities category."
1002,Inflation,45,,2 turns,,100%,Mechanical,1,"100% Hit Chance  Produces copies of the user, causing 9 Mechanical damage on the first round, 15 Mechanical on the second round, and 21 Mechanical on the third round.   Opponents struck by the copies take 50% increased damage for 2 rounds.  Inflation continues for 3 rounds."
776,Love Potion,,,,3 turns,100%,Humanoid,1,Restores 25% of the caster's health. This ability always goes first. Used by 4 battle pets. A battle pet ability from World of Warcraft. Always up to date.
1232,Anzu's Blessing,,,4 turns,,100%,Flying,1,"Calls upon Anzu's power, increasing damage and accuracy of your active pet by 25% for 4 rounds. Used by 2 battle pets. In the Flying Battle Pet Abilities category."
1772,Warning Squawk,,,3 turns,5 turns,100%,Flying,1,Increases the critical strike chance of your active pet by 75%. Lasts for 3 rounds. Used by 20 battle pets. In the Flying Battle Pet Abilities category.
648,Bone Bite,20,,,,100%,Undead,1,"100% Hit Chance  Bites at the enemy, dealing 20 Undead damage. Used by 25 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
1761,BONESTORM!,69,,,3 turns,100%,Undead,1,100% Hit Chance  Deals 13 Undead damage to the enemy team but costs 30% of your total health. Used by 2 battle pets. In the Undead Battle Pet Abilities category.
998,Ethereal,,,,3 turns,100%,Magic,1,"Enter an ethereal state, avoiding all attacks the round it is used.  This ability always goes first. Used by 14 battle pets. In the Magic Battle Pet Abilities category."
1066,Spiritfire Bolt,22,,,,100%,Magic,1,"100% Hit Chance  Hurls a bolt of mystical fire at the enemy, dealing 22 Magic damage. Used by 15 battle pets. In the Magic Battle Pet Abilities category."
746,Spore Shrooms,,,2 turns,2 turns,100%,Elemental,1,"100% Hit Chance  Places a mushroom near the enemy team. It grows for 2 rounds, then unleashes a cloud of spores.  The spore cloud infects the front pet, dealing 10 Elemental damage every round for 3 rounds."
2403,Unleash Life,20,100,,4 turns,100%,Elemental,1,100% Hit Chance  Deals 20 Elemental damage.  The user is healed for 100% of the damage dealt. Used by 4 battle pets. In the Elemental Battle Pet Abilities category.
352,Banana Barrage,30,,2 turns,1 turns,50%,Beast,1,"50% Hit Chance  Hurls bananas at the enemy, dealing 30 Beast damage.   Bananas continue to fall on the enemy's current pet, dealing 5 Beast damage each round for 2 rounds."
920,Primal Cry,30,,4 turns,3 turns,100%,Beast,1,"100% Hit Chance  Frightens the enemy team, dealing 10 Beast damage to all enemy pets and reducing their speed by 25% for 4 rounds. Used by 25 battle pets."
1051,Acid Rain,27,,9 turns,3 turns,100%,Aquatic,1,"Poisons the clouds with acid, dealing 9 Aquatic damage to all enemies. The acid quickly disperses and calls down a cleansing rain for 9 rounds.  During a cleansing rain, the duration of hostile damage over time effects is reduced by 1 round and Aquatic abilities deal 25% more damage."
387,Tympanic Tantrum,84,,,4 turns,100%,Mechanical,1,"100% Hit Chance  Pounds the ground, dealing 14 Mechanical damage to the enemy and half that damage to their backline pets.  Tantrum continues for 3 rounds and can affect enemies underground."
645,Launch,30,,1 turns,4 turns,100%,Mechanical,1,"100% Hit Chance  Launch up high, becoming unattackable for one round.  On the next round, you attack, dealing 30 Mechanical damage. Used by 6 battle pets."
1101,Shieldstorm,,,8 turns,6 turns,100%,Humanoid,1,"A magic shield surrounds each friendly pet, blocking the next attack they would take. Lasts 8 rounds. Used by 4 battle pets. A battle pet ability from World of Warcraft."
2484,Fight and Flight,12,,3 turns,5 turns,100%,Flying,1,100% Hit Chance  Deals 12 Flying damage to the enemy team and swaps the user with your highest health pet.  Opponents struck by Fight and Flight take 25% increased damage for 3 rounds.
757,Lucky Dance,,,4 turns,,100%,Critter,1,Increases your team's hit chance by 50% and increases your team's critical strike chance by 25% for 4 rounds. Used by 15 battle pets. A battle pet ability.
456,Clean-Up,25,,,3 turns,100%,Magic,1,100% Hit Chance  Deals 25 Magic damage and removes any objects on the battlefield. Used by 8 battle pets. In the Magic Battle Pet Abilities category.
477,Snowball,20,,,,100%,Elemental,1,"100% Hit Chance  Hits the enemy with a ball of snow, dealing 20 Elemental damage. Used by 12 battle pets. In the Elemental Battle Pet Abilities category."
801,Stone Shot,20,,,,100%,Elemental,1,"100% Hit Chance  Hurls a stone, dealing 20 Elemental damage. Used by 31 battle pets. In the Elemental Battle Pet Abilities category. Always up to date."
1754,Fire Shield,,,3 turns,5 turns,100%,Elemental,1,Deals 15 Elemental damage each time you take direct damage.  Lasts 3 rounds. Used by 13 battle pets. In the Elemental Battle Pet Abilities category.
1964,Obsidian Bite,22,,,,100%,Elemental,1,"100% Hit Chance  Bites the enemy with Obsidian teeth, dealing 22 Elemental damage. Used by 4 battle pets. In the Elemental Battle Pet Abilities category."
354,Barrel Toss,,,,,100%,Beast,1,"100% Hit Chance  First use: Fills a barrel.   Second use: Throws the barrel, dealing 45 Beast damage. Used by 17 battle pets. In the Beast Battle Pet Abilities category."
375,Trumpet Strike,10,,3 turns,,100%,Beast,1,"100% Hit Chance  Enrages the user, causing them to attack, dealing 10 Beast damage and increasing the damage they deal by 25% for 3 rounds. A battle pet ability."
1559,Paralyzing Venom,15,,,3 turns,100%,Beast,1,100% Hit Chance  Deals 15 Beast damage.  Interrupts the opponent's round if the user goes first. Used by 20 battle pets. In the Beast Battle Pet Abilities category.
2068,Face Bite,15,,1 turns,,100%,Beast,1,"100% Hit Chance  Leap to the target's face, instantly dealing 15 Beast damage and increases your speed by 100% for 1 round. Used by 24 battle pets."
2113,Toxic Bite,10,,5 turns,,100%,Beast,1,100% Hit Chance  Instantly deals 10 Beast damage and causes harmful damage over time effects to deal 7 more damage each time they deal damage for 5 rounds.
2456,Terrifying Toxicity,15,,5 turns,5 turns,100%,Beast,1,"100% Hit Chance  Instantly deals 15 Beast damage and Poisons the target for 5 additional Elemental damage per round for 5 rounds.  At the end of the round, the opponent's lowest health pet is swapped into battle."
1572,Squeeze,30,,2 turns,4 turns,100%,Aquatic,1,"100% Hit Chance  Wrap around the enemy pet, dealing 30 Aquatic damage.   Slows the enemy's active pet by 50% for 2 rounds. Used by 22 battle pets."
1989,Shell Rush,36,,,5 turns,100%,Aquatic,1,100% Hit Chance  Deals 12 Aquatic damage to the enemy team and swaps the user with your highest health pet. Used by 14 battle pets. A battle pet ability.
770,Restoration,,,,3 turns,100%,Humanoid,1,Restores 25% of the caster's health. This ability always goes first. Used by 5 battle pets. A battle pet ability from World of Warcraft. Always up to date.
2071,Roar of the Dead,,,2 turns,3 turns,100%,Undead,1,"100% Hit Chance  Release a bone chilling howl that frightens the target, increasing the damage they take on the next attack by 100%, lasts 2 rounds."
493,Hoof,21,,,,100%,Critter,1,"100% Hit Chance  Stomps the enemy, dealing 21 Critter damage. Used by 47 battle pets. In the Critter Battle Pet Abilities category. Always up to date."
576,Perk Up,,28,9 turns,3 turns,100%,Critter,1,Restores 28 health and increases the maximum health of your active pet by 5 per level for 9 rounds. Used by 16 battle pets. In the Critter Battle Pet Abilities category.
197,Adrenal Glands,,,5 turns,,100%,Magic,1,Increases your critical strike chance by 50% for 5 rounds. Used by 14 battle pets. In the Magic Battle Pet Abilities category. Always up to date.
2478,Frostbite Webbing,10,,3 turns,,100%,Elemental,1,"100% Hit Chance  Deals 10 Elemental damage and coats the target in frozen Webbing, causing them to take 5 Elemental damage each time they attack. Lasts 3 rounds."
2470,Ursoc's Claws,22,,,,100%,Beast,1,"100% Hit Chance  Ursoc's titansteel claws lay waste to the enemy, dealing 22 Beast damage. Used by 1 battle pets. In the Beast Battle Pet Abilities category."
279,Heartbroken,,,1 turns,2 turns,100%,Mechanical,1,"Next round you take 50% additional damage. If hurt, you will deal 100% additional damage for 2 rounds. Used by 2 battle pets. In the Mechanical Battle Pet Abilities category."
293,Launch Rocket,,,,,100%,Mechanical,1,"100% Hit Chance  First use: Creates a rocket.   Second use: Launches the rocket, dealing 45 Mechanical damage. Used by 12 battle pets. A battle pet ability."
762,Haymaker,50,,1 turns,3 turns,50%,Humanoid,1,"50% Hit Chance  Unleashes a vicious swing which deals 50 Humanoid damage.  If the ability misses, the user is stunned for 1 rounds. Used by 16 battle pets."
1052,Tornado Punch,30,,1 turns,4 turns,25%,Humanoid,1,100% Hit Chance  Deals 30 Humanoid damage and has a 25% chance to stun the target. Used by 7 battle pets. A battle pet ability from World of Warcraft.
1438,Mighty Charge,32,,,4 turns,100%,Humanoid,1,"100% Hit Chance  Charges at the enemy, dealing 32 Humanoid damage. Used by 7 battle pets. A battle pet ability from World of Warcraft. Always up to date."
2253,Shadowmeld,,,2 turns,5 turns,100%,Flying,1,Reduces your speed by 30% and increases the damage of your next attack made within 2 rounds by 150%. Used by 10 battle pets. In the Flying Battle Pet Abilities category.
167,Nut Barrage,27,,4 turns,1 turns,80%,Critter,1,"80% Hit Chance  Hurls nuts at the enemy, dealing 27 Critter damage.  Nuts continue to fall on the enemy's current pet, dealing 3 Critter damage each round for 4 rounds"
1895,Sniff Out,25,,,3 turns,100%,Critter,1,100% Hit Chance  Deals 25 Critter damage and removes any objects on the battlefield. Used by 22 battle pets. In the Critter Battle Pet Abilities category.
471,Weakness,10,,1 turns,1 turns,100%,Magic,1,100% Hit Chance  Deals 10 Magic damage and reduces the target's speed by 50% and damage done by 50% for 1 rounds. Used by 15 battle pets. A battle pet ability.
1100,Blessed Hammer,21,,,,100%,Magic,1,"100% Hit Chance  Sends out deadly spinning hammers, dealing 21 Magic damage. Used by 3 battle pets. In the Magic Battle Pet Abilities category."
2356,Void Nova,33,,,3 turns,100%,Magic,1,100% Hit Chance  Deals 15 Magic damage to the enemy's active pet and 9 Magic damage to the enemy's backline pets. Used by 7 battle pets. A battle pet ability.
298,Inspiring Song,,36,,3 turns,100%,Elemental,1,"Sings an inspiring song, which restores 12 health to all allies. Used by 16 battle pets. In the Elemental Battle Pet Abilities category. Always up to date."
528,Frost Spit,20,,,,100%,Elemental,1,"100% Hit Chance  Spits a blast of ice at the target, dealing 20 Elemental damage. Used by 5 battle pets. In the Elemental Battle Pet Abilities category."
636,Sticky Grenade,,,3 turns,,100%,Mechanical,1,"100% Hit Chance  Throws a sticky grenade at the target.   After 3 rounds, the grenade detonates, dealing 33 Mechanical damage.   An enemy pet can only be affected by one sticky grenade at a time."
740,Frenzyheart Brew,10,,3 turns,,100%,Humanoid,1,"100% Hit Chance  A fierce brew enrages the user, causing them to attack, dealing 10 Humanoid damage and increasing the damage they deal by 25% for 3 rounds."
773,Shot Through The Heart,50,,,3 turns,100%,Humanoid,1,"100% Hit Chance  Aims carefully for one round, then unleashes a shot on the next, dealing 50 Humanoid damage. Used by 1 battle pets. A battle pet ability."
1078,Bandage,,70,,3 turns,100%,Humanoid,1,Restores 20 health plus half of the last hit taken by the user. Used by 5 battle pets. A battle pet ability from World of Warcraft. Always up to date.
1556,Jar of Smelly Liquid,15,,1 turns,2 turns,100%,Humanoid,1,100% Hit Chance  Deals 15 Humanoid damage and reduces the target's speed by 50% and damage done by 50% for 1 rounds. Used by 6 battle pets. A battle pet ability.
186,Reckless Strike,25,,1 turns,1 turns,100%,Flying,1,"100% Hit Chance  Deals 25 Flying damage, but increases the damage you take for 1 round by 25%. Used by 48 battle pets. In the Flying Battle Pet Abilities category."
1273,Cleave,20,,,,100%,Undead,1,"100% Hit Chance  Recklessly attack your enemies, dealing 20 Undead damage, split evenly amongst them. Used by 13 battle pets. In the Undead Battle Pet Abilities category."
1397,Haunting Song,,48,,4 turns,100%,Undead,1,"Howls a haunting song, restoring 16 health to all allies. Used by 8 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
1483,Skull Toss,22,,,,100%,Undead,1,"100% Hit Chance  Hits the enemy with a skull, dealing 22 Undead damage. Used by 9 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
642,Egg Barrage,34,,3 turns,1 turns,50%,Critter,1,"50% Hit Chance  Hurls eggs at the enemy, dealing 34 Critter damage.   Eggs continue to fall on the enemy's current pet, dealing 4 Critter damage each round for 3 rounds."
1344,Refuge,,,6 turns,6 turns,100%,Critter,1,"A natural shield surrounds the user and each friendly critter, blocking the next attack they would take. Lasts 6 rounds. Used by 13 battle pets."
323,Gravity,,,2 turns,1 turns,100%,Magic,1,"100% Hit Chance  Slams the target into the ground, dealing 25 Magic damage.   If used again on the same target, they are levitated and unable to flee for 2 rounds."
482,Laser,18,,,,200%,Magic,1,"200% Hit Chance  Blasts the enemy with a laser of arcane power, dealing 18 Magic damage. Used by 13 battle pets. In the Magic Battle Pet Abilities category."
957,Evolution,30,,3 turns,5 turns,100%,Magic,1,"100% Hit Chance  Evolve, dealing 30 Magic damage and mutating the user, increasing the damage they deal by 25% for 3 rounds. Used by 4 battle pets."
263,Crystal Overload,,,2 turns,1 turns,100%,Elemental,1,"Your next attack made within 2 rounds deals double damage, but deals 10 Elemental damage to you. Used by 16 battle pets. In the Elemental Battle Pet Abilities category."
2479,Venomsleet Spit,14,,3 turns,,100%,Elemental,1,100% Hit Chance  Instantly deals 14 Elemental damage and Poisons the target for 5 additional Elemental damage per round for 3 rounds. Used by 2 battle pets.
349,Smash,22,,,,100%,Beast,1,"100% Hit Chance  Smash the enemy, dealing 22 Beast damage. Used by 26 battle pets. In the Beast Battle Pet Abilities category. Always up to date."
929,Slither,25,,2 turns,3 turns,100%,Beast,1,100% Hit Chance  Deals 25 Beast damage and reduces the target's speed by 25% for 2 rounds. Used by 7 battle pets. In the Beast Battle Pet Abilities category.
1369,Barbed Stinger,19,,1 turns,,20%,Beast,1,100% Hit Chance  Instantly deals 19 Beast damage and has a 20% chance to Poison the target for 5 additional Elemental damage per round for 1 rounds.
922,Healing Stream,,48,,3 turns,100%,Aquatic,1,"Calls upon the healing streams, restoring 24 health to the user, and half that to other aquatic allies. Used by 22 battle pets. In the Aquatic Battle Pet Abilities category."
2067,Pinch,15,,,,100%,Aquatic,1,"100% Hit Chance  Pinch the target with your massive claw, dealing 15 Aquatic damage.  Damage increases by 5 each time it is used. Max 25 Aquatic damage."
2469,Reaping Hook,50,,,4 turns,100%,Mechanical,1,100% Hit Chance  Deals 50 Mechanical damage and forces the opponent's lowest health pet to swap into battle. Used by 2 battle pets. A battle pet ability.
1026,Amber Prison,,,1 turns,5 turns,100%,Humanoid,1,100% Hit Chance  Encase the target in amber and stuns them for 1 rounds. Used by 5 battle pets. A battle pet ability from World of Warcraft.
1099,Punish,21,,,,100%,Humanoid,1,"100% Hit Chance  Lashes the enemy with a flail, dealing 21 Humanoid damage. Used by 8 battle pets. A battle pet ability from World of Warcraft."
1337,Itchin' for a Stitchin',,,,,,Humanoid,1,Bring your plushie in for a hug. Used by 1 battle pets. A battle pet ability from World of Warcraft. Always up to date with the latest patch.
524,Squawk,10,,3 turns,,100%,Flying,1,"100% Hit Chance  Lets out a loud squawk, dealing 10 Flying damage and reducing the damage the target deals by 25% for 3 rounds. Used by 32 battle pets."
1398,Feathered Frenzy,25,,1 turns,3 turns,100%,Flying,1,"Attacks wildly, dealing 17.5 to 32.5 Flying damage and entering a frenzy for 1 rounds.  While frenzied, damage dealt is increased by 50% and the user takes damage as if they were a Flying pet."
1411,Grave Destruction,36,,,5 turns,100%,Undead,1,"100% Hit Chance  Deals 36 Undead damage to the enemy team, split evenly amongst them.  Destroys objects created by both teams. Used by 4 battle pets."
573,Nature's Touch,,30,,3 turns,100%,Critter,1,Restores 30 health to the user. Used by 14 battle pets. In the Critter Battle Pet Abilities category. Always up to date with the latest patch.
431,Jadeskin,,,5 turns,,100%,Magic,1,Reduces up to 5 damage from each attack against you.   Lasts 5 rounds. Used by 6 battle pets. In the Magic Battle Pet Abilities category. Always up to date.
1555,Worst Fear,40,,,3 turns,50%,Magic,1,"50% Hit Chance  Channels the enemy's worst fear, causing 40 Magic damage.   Always hits if the target is Sleeping or Stunned. Used by 5 battle pets."
575,Slippery Ice,10,,4 turns,,100%,Elemental,1,"100% Hit Chance  Shoots a jet of rapidly chilling ice, dealing 10 Elemental damage and coats the ground near the enemy with ice.  Frozen ground causes enemies to be Chilled and reduces hit chance by 20%. Lasts 4 rounds. Persists through pet swaps."
628,Rock Barrage,32,,3 turns,2 turns,50%,Elemental,1,"50% Hit Chance  Hurls rocks at the enemy, dealing up to 32 Elemental damage.   Rocks continue to fall on the enemy's current pet, dealing 6 Elemental damage each round for 3 rounds."
1055,Breath of Sorrow,25,,2 turns,3 turns,100%,Elemental,1,"100% Hit Chance  Breathes sorrow onto the enemy, dealing 25 Elemental damage and causing the target to receive 50% less healing for 2 rounds."
2255,Corrupted Ground,,,9 turns,,100%,Elemental,1,100% Hit Chance  Deals 3 Elemental damage to the enemy's active pet every round for 9 rounds. Persists through pet swaps. Used by 2 battle pets.
2396,Ashes of Outland,25,,1 turns,5 turns,100%,Elemental,1,"100% Hit Chance  Throws fel ashes into the target's eyes, dealing 25 Elemental damage and reducing their hit chance by 100% for 1 rounds. Used by 1 battle pets."
960,Trihorn Shield,,,3 turns,5 turns,100%,Beast,1,Reduces up to 10 damage from each attack against you.   Lasts 3 rounds. Used by 6 battle pets. In the Beast Battle Pet Abilities category. Always up to date.
1095,Horn Gore,21,,,,100%,Beast,1,"100% Hit Chance  Gores the enemy, dealing 21 Beast damage. Used by 45 battle pets. In the Beast Battle Pet Abilities category. Always up to date."
1359,Blazing Yip,15,,1 turns,,100%,Beast,1,100% Hit Chance  Deals 15 Beast damage and reduces the target's next attack by 25%. Lasts 1 rounds. Used by 10 battle pets. In the Beast Battle Pet Abilities category.
1443,Call the Pack,21,,1 turns,3 turns,100%,Beast,1,"100% Hit Chance  Calls for canine backup, dealing 21 Beast damage and increasing damage taken by 50% for 1 rounds. Used by 1 battle pets. A battle pet ability."
1681,Puppy Parade,45,,2 turns,,100%,Beast,1,"100% Hit Chance  Starts a stampede, causing 9 Beast damage on the first round, 15 Beast on the second round, and 21 Beast on the third round.  Opponents struck by the stampede take 50% increased damage for 2 rounds.  Stampede continues for 3 rounds."
1966,Great Sting,,,2 turns,4 turns,100%,Beast,1,100% Hit Chance  Poisons the enemy team for 6 Beast damage every round for 2 rounds. Used by 16 battle pets. In the Beast Battle Pet Abilities category.
756,Acid Touch,12,,4 turns,,100%,Aquatic,1,"100% Hit Chance  Acid eats away at the target, dealing 12 Aquatic damage and causing 5 Aquatic damage each round for 4 rounds. Used by 22 battle pets."
1073,Spiny Carapace,,,5 turns,2 turns,100%,Aquatic,1,Deals 5 Aquatic damage each time you take direct damage. Effectiveness is tripled for 1 rounds if this ability is used while already active.  Lasts 5 rounds.
2104,Megalodon,60,,,4 turns,100%,Aquatic,1,"100% Hit Chance  Call forth the Megalodon from the deep ocean, dealing 20 Aquatic damage to all enemy pets. Used by 1 battle pets. A battle pet ability."
386,XE-321 Boombot,,,3 turns,3 turns,100%,Mechanical,1,"Creates a Boombot who detonates after 3 rounds, dealing 30 Mechanical damage.  Only 1 Boombot can be present per team. Used by 3 battle pets."
789,U-238 Rounds,30,,,,50%,Mechanical,1,"100% Hit Chance  Fires 1-2 Uranium rounds at the target, dealing 10 Mechanical damage per attack.  Fires an additional time if the user attacks first."
223,Focus Chi,,,1 turns,1 turns,100%,Humanoid,1,Increases the damage of your next attack made within 1 rounds by 100%. Used by 1 battle pets. A battle pet ability from World of Warcraft. Always up to date.
751,Soul Ward,,,,3 turns,100%,Humanoid,1,"A ward of powerful magic surrounds you, blocking the next attack. Used by 14 battle pets. A battle pet ability from World of Warcraft. Always up to date."
1015,Blinding Powder,,,1 turns,3 turns,100%,Humanoid,1,"100% Hit Chance  Throws blinding powder into the target's eyes, reducing their hit chance by 100% for 1 rounds. Used by 9 battle pets. A battle pet ability."
2013,Package Drop,18,,,,200%,Humanoid,1,"200% Hit Chance  Throws a package at the enemy, dealing 18 Humanoid damage. Used by 4 battle pets. A battle pet ability from World of Warcraft."
2513,Ravenholdt Rush,16,,,,100%,Humanoid,1,100% Hit Chance  Lil' Wrathion leads 2 waves of assassins to destroy his enemy.  Lil' Wrathion deals 6 Humanoid damage.  Each wave of assassins deals 5 Humanoid damage.
1381,Death Bleat,150,,,8 turns,100%,Undead,1,"100% Hit Chance  Summons the strength of the undead during the first round.  The next round the user unleashes a mournful bleat, dealing 150 Undead damage."
1465,Gargoyle Strike,20,,,,100%,Undead,1,"100% Hit Chance  Attack with unholy energy, dealing 20 Undead damage. Used by 2 battle pets. In the Undead Battle Pet Abilities category. Always up to date."
996,Lullaby,,,2 turns,5 turns,100%,Critter,1,100% Hit Chance  Sings the target to sleep for 2 rounds. Used by 5 battle pets. In the Critter Battle Pet Abilities category. Always up to date.
1360,Slow and Steady,50,,,4 turns,100%,Critter,1,"100% Hit Chance  Builds up power during the first round.  The next round the user charges the enemy with unstoppable force, dealing 50 Critter damage."
432,Jade Claw,21,,,,100%,Magic,1,"100% Hit Chance  Rakes the enemy with jade claws, dealing 21 Magic damage. Used by 6 battle pets. In the Magic Battle Pet Abilities category."
473,Focused Beams,15,,,,100%,Magic,1,"100% Hit Chance  Blasts the enemy with a beam of arcane power, dealing 15 Magic damage.  Damage increases by 5 each time it is used. Max 25 Magic damage."
616,Blinkstrike,15,,,,100%,Magic,1,"100% Hit Chance  Blink to the enemy, dealing 15 Magic damage.   This move always goes first. Used by 13 battle pets. In the Magic Battle Pet Abilities category."
1334,Plushie Rush,,,,,100%,Magic,1,Pretend to rush at the enemy with great ferocity! Used by 1 battle pets. In the Magic Battle Pet Abilities category. Always up to date with the latest patch.
2361,Void Slap,27,,,3 turns,100%,Magic,1,"100% Hit Chance  Slap your enemies with void energy, dealing 27 Magic damage, split evenly amongst them. Used by 8 battle pets. In the Magic Battle Pet Abilities category."
2489,Table of Discontents,,,9 turns,6 turns,100%,Magic,1,"100% Hit Chance  Places a shadow trap onto the ground. Opponents have a chance to trigger the trap each time they use an ability.  When the opponent triggers the trap, they take 20 Magic damage and will be unable to attack for 1 rounds."
330,Sons of the Flame,,,2 turns,8 turns,100%,Elemental,1,"Submerge, becoming unattackable for 2 rounds. During this time, the Sons of the Living Flame attack the opponent, dealing 5 Elemental damage each round."
